1,"t","Honey: Released February 28, 2003, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
1,"t","Honey:  Price by Color Class, United States, 2001-02"
1,"h","","","","","","",""
1,"h","","Price","Price","Price","Price","Price","Price"
1,"h","","","","","","",""
1,"h","Color Class","Co-op and Private","Co-op and Private","Retail","Retail","All","All"
1,"h","","","","","","",""
1,"h","","2001","2002","2001","2002","2001","2002"
1,"h","","","","","","",""
1,"u","","Cents per Pound","Cents per Pound","Cents per Pound","Cents per Pound","Cents per Pound","Cents per Pound"
1,"d","Water White,",,,,,,
1,"d"," Extra White, White",68.7,136.1,133.6,146.3,70.6,136.4
1,"d","",,,,,,
1,"d","Extra Light Amber",66.9,123.0,132.0,131.0,70.5,123.5
1,"d","",,,,,,
1,"d","Light Amber,",,,,,,
1,"d"," Amber, Dark Amber",62.3,115.1,150.8,149.9,69.5,118.7
1,"d","",,,,,,
1,"d","All Other Honey,",,,,,,
1,"d"," Area Specialties",64.5,111.1,160.4,187.9,80.9,120.6
1,"d","",,,,,,
1,"d","All Honey",66.6,127.5,142.0,145.4,70.4,128.6
1,"c",""
2,"t","Honey: Released February 28, 2003, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
2,"t","Honey:  Number of Colonies, Yield, Production, Stocks, Price,"
2,"t","and Value by State and United States, 2001 1/"
2,"h","","","","","","",""
2,"h","","Honey","Yield","","","Average","Value"
2,"h","State","Producing","per","Production","Stocks","Price per","of"
2,"h","","Colonies","Colony","","Dec 15 2/","Pound 3/","Production"
2,"h","","","","","","",""
2,"u","","1,000","Pounds","1,000 Pounds","1,000 Pounds","Cents","1,000 Dollars"
2,"d","AL",14,73,1022,235,72,736
2,"d","AZ",43,59,2537,1142,72,1827
2,"d","AR",58,98,5684,1876,65,3695
2,"d","CA",425,65,27625,7735,69,19061
2,"d","CO",26,55,1430,529,71,1015
2,"d","FL",220,100,22000,3432,64,14080
2,"d","GA",55,57,3135,188,70,2195
2,"d","HI",8,87,696,84,87,606
2,"d","ID",100,46,4600,1610,67,3082
2,"d","IL",6,76,456,251,158,720
2,"d","IN",7,76,532,186,92,489
2,"d","IA",33,51,1683,875,75,1262
2,"d","KS",13,51,663,530,96,636
2,"d","KY",3,78,234,94,141,330
2,"d","LA",45,106,4770,572,60,2862
2,"d","ME",11,20,220,106,79,174
2,"d","MD",4,46,184,55,160,294
2,"d","MI",76,60,4560,2827,81,3694
2,"d","MN",135,81,10935,1859,65,7108
2,"d","MS",17,66,1122,224,89,999
2,"d","MO",25,61,1525,381,71,1083
2,"d","MT",136,102,13872,4578,67,9294
2,"d","NE",43,48,2064,1115,72,1486
2,"d","NV",9,50,450,36,214,963
2,"d","NJ",11,34,374,71,85,318
2,"d","NM",10,70,700,350,66,462
2,"d","NY",53,70,3710,1781,79,2931
2,"d","NC",13,44,572,172,148,847
2,"d","ND",280,96,26880,9408,69,18547
2,"d","OH",16,81,1296,505,101,1309
2,"d","OK",4,47,188,105,143,269
2,"d","OR",44,44,1936,1200,74,1433
2,"d","PA",17,57,969,514,92,891
2,"d","SC",7,40,280,67,79,221
2,"d","SD",235,65,15275,12220,71,10845
2,"d","TN",8,59,472,131,139,656
2,"d","TX",97,79,7663,1533,65,4981
2,"d","UT",23,38,874,315,65,568
2,"d","VT",7,81,567,249,92,522
2,"d","VA",9,52,468,94,126,590
2,"d","WA",42,52,2184,917,72,1572
2,"d","WV",7,65,455,410,142,646
2,"d","WI",67,81,5427,3419,82,4450
2,"d","WY",38,77,2926,468,65,1902
2,"d","",,,,,,
2,"d","Oth",,,,,,
2,"d"," Sts 4/ 5/",6,41,246,107,233,574
2,"d","",,,,,,
2,"d","US 5/",2506,74.0,185461,64556,70.4,132225
2,"c",""
2,"f","1/  For producers with 5 or more colonies.  Colonies which produced honey in more than one State were counted in each State.  2/  Stocks held by producers.   3/  Prices weighted by sales.  4/  CT, DE, MA, NH, and RI not published separately to avoid disclosing data for individual operations.  5/  Total colonies multiplied by total yield may not exactly equal production."
3,"t","Honey: Released February 28, 2003, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
3,"t","Honey:  Number of Colonies, Yield, Production, Stocks, Price,"
3,"t","and Value by State and United States, 2002 1/"
3,"h","","","","","","",""
3,"h","","Honey","Yield","","","Average","Value"
3,"h","State","Producing","per","Production","Stocks","Price per","of"
3,"h","","Colonies","Colony","","Dec 15 2/","Pound 3/","Production"
3,"h","","","","","","",""
3,"u","","1,000","Pounds","1,000 Pounds","1,000 Pounds","Cents","1,000 Dollars"
3,"d","AL",12,86,1032,103,111,1146
3,"d","AZ",38,63,2394,1197,110,2633
3,"d","AR",55,88,4840,1065,124,6002
3,"d","CA",440,53,23320,3498,129,30083
3,"d","CO",24,60,1440,576,122,1757
3,"d","FL",220,93,20460,2026,112,22915
3,"d","GA",50,52,2600,52,110,2860
3,"d","HI",7,136,952,29,110,1047
3,"d","ID",100,57,5700,1653,135,7695
3,"d","IL",9,80,720,130,142,1022
3,"d","IN",8,62,496,233,114,565
3,"d","IA",33,70,2310,901,137,3165
3,"d","KS",17,52,884,407,156,1379
3,"d","KY",3,54,162,47,165,267
3,"d","LA",35,124,4340,347,114,4948
3,"d","ME",11,41,451,266,121,546
3,"d","MD",3,46,138,21,175,242
3,"d","MI",72,77,5544,1885,134,7429
3,"d","MN",117,73,8541,1110,142,12128
3,"d","MS",18,78,1404,281,118,1657
3,"d","MO",18,53,954,200,137,1307
3,"d","MT",134,63,8442,1097,135,11397
3,"d","NE",43,75,3225,1161,145,4676
3,"d","NV",9,62,558,61,227,1267
3,"d","NJ",10,35,350,74,98,343
3,"d","NM",11,44,484,252,109,528
3,"d","NY",60,98,5880,2470,117,6880
3,"d","NC",14,51,714,86,136,971
3,"d","ND",320,75,24000,8160,142,34080
3,"d","OH",16,81,1296,518,140,1814
3,"d","OK",3,53,159,51,160,254
3,"d","OR",39,49,1911,803,128,2446
3,"d","PA",18,57,1026,513,130,1334
3,"d","SC",5,94,470,14,125,588
3,"d","SD",225,51,11475,2410,140,16065
3,"d","TN",8,61,488,137,137,669
3,"d","TX",114,67,7638,985,109,8325
3,"d","UT",22,59,1298,208,129,1674
3,"d","VT",7,89,623,274,119,741
3,"d","VA",7,38,266,69,186,495
3,"d","WA",44,51,2244,494,125,2805
3,"d","WV",9,51,459,151,137,629
3,"d","WI",70,95,6650,2461,130,8645
3,"d","WY",38,63,2394,383,139,3328
3,"d","",,,,,,
3,"d","Oth",,,,,,
3,"d"," Sts 4/ 5/",8,51,408,188,218,891
3,"d","",,,,,,
3,"d","US 5/",2524,67.8,171140,39047,128.6,221638
3,"c",""
3,"f","1/  For producers with 5 or more colonies.  Colonies which produced honey in more than one State were counted in each State.  2/  Stocks held by producers.   3/  Prices weighted by sales.  4/  CT, DE, MA, NH, and RI not published separately to avoid disclosing data for individual operations.  5/  Total colonies multiplied by total yield may not exactly equal production."
