1,"t","Honey: Released February 28, 2007, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
1,"t","Honey:  Price by Color Class, United States, 2005-06"
1,"h","","","","","","",""
1,"h","","Price","Price","Price","Price","Price","Price"
1,"h","","","","","","",""
1,"h","Color Class","Co-op and Private","Co-op and Private","Retail","Retail","All","All"
1,"h","","","","","","",""
1,"h","","2005","2006","2005","2006","2005","2006"
1,"h","","","","","","",""
1,"u","","Cents per Pound","Cents per Pound","Cents per Pound","Cents per Pound","Cents per Pound","Cents per Pound"
1,"d","Water White,",,,,,,
1,"d"," Extra White, White",82.7,93.9,181.3,179.4,87.3,97.3
1,"d","",,,,,,
1,"d","Extra Light Amber",79.8,95.7,176.0,167.8,92.2,103.9
1,"d","",,,,,,
1,"d","Light Amber,",,,,,,
1,"d"," Amber, Dark Amber",77.2,88.3,180.8,200.1,97.0,108.4
1,"d","",,,,,,
1,"d","All Other Honey,",,,,,,
1,"d"," Area Specialties",95.5,154.9,269.0,244.3,110.7,176.1
1,"d","",,,,,,
1,"d","All Honey",81.2,93.7,181.4,191.0,91.8,104.2
1,"c",""
2,"t","Honey: Released February 28, 2007, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
2,"t","Honey:  Number of Colonies, Yield, Production, Stocks, Price,"
2,"t","and Value by State and United States, 2005 1/ 2/"
2,"h","","","","","","",""
2,"h","","Honey","Yield","","","Average","Value"
2,"h","State","Producing","per","Production","Stocks","Price per","of"
2,"h","","Colonies","Colony","","Dec 15 3/","Pound 4/","Production"
2,"h","","","","","","",""
2,"u","","1,000","Pounds","1,000 Pounds","1,000 Pounds","Cents","1,000 Dollars"
2,"d","AL",13,66,858,266,110,944
2,"d","AZ",36,50,1800,720,105,1890
2,"d","AR",36,69,2484,571,83,2062
2,"d","CA",400,75,30000,9300,84,25200
2,"d","CO",28,70,1960,902,97,1901
2,"d","FL",160,86,13760,2477,86,11834
2,"d","GA",59,49,2891,434,89,2573
2,"d","HI",9,131,1179,283,143,1686
2,"d","ID",95,37,3515,1793,80,2812
2,"d","IL",8,85,680,408,186,1265
2,"d","IN",8,64,512,189,122,625
2,"d","IA",28,88,2464,1232,122,3006
2,"d","KS",16,50,800,328,109,872
2,"d","KY",5,50,250,40,208,520
2,"d","LA",35,97,3395,611,72,2444
2,"d","ME",8,26,208,193,166,345
2,"d","MI",65,68,4420,2519,96,4243
2,"d","MN",120,74,8880,1598,79,7015
2,"d","MS",16,80,1280,346,67,858
2,"d","MO",15,50,750,180,122,915
2,"d","MT",130,67,8710,3136,83,7229
2,"d","NE",40,68,2720,2530,82,2230
2,"d","NV",12,46,552,442,311,1717
2,"d","NJ",12,32,384,104,121,465
2,"d","NM",7,49,343,113,103,353
2,"d","NY",60,73,4380,2321,138,6044
2,"d","NC",10,54,540,146,188,1015
2,"d","ND",370,91,33670,8418,82,27609
2,"d","OH",15,69,1035,580,142,1470
2,"d","OR",39,42,1638,557,107,1753
2,"d","PA",28,56,1568,800,113,1772
2,"d","SD",220,79,17380,11818,79,13730
2,"d","TN",7,55,385,92,170,655
2,"d","TX",84,71,5964,954,87,5189
2,"d","UT",23,45,1035,331,102,1056
2,"d","VT",6,91,546,169,112,612
2,"d","VA",8,37,296,59,222,657
2,"d","WA",51,55,2805,1935,102,2861
2,"d","WV",8,51,408,102,130,530
2,"d","WI",64,83,5312,2922,119,6321
2,"d","WY",40,56,2240,291,85,1904
2,"d","",,,,,,
2,"d","Oth",,,,,,
2,"d"," Sts 5/ 6/",19,43,821,268,274,2246
2,"d","",,,,,,
2,"d","US 6/",2413,72.4,174818,62478,91.8,160428
2,"c",""
2,"f","1/  For producers with 5 or more colonies.  Colonies which produced honey in more than one State were counted in each State."
2,"f","2/  Revised."
2,"f","3/  Stocks held by producers."
2,"f","4/  Prices weighted by sales."
2,"f","5/  CT, DE, MD, MA, NH, OK, RI, and SC not published separately to avoid disclosing data for individual operations."
2,"f","6/  Due to rounding, total colonies multiplied by total yield may not exactly equal production."
3,"t","Honey: Released February 28, 2007, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
3,"t","Honey:  Number of Colonies, Yield, Production, Stocks, Price,"
3,"t","and Value by State and United States, 2006 1/"
3,"h","","","","","","",""
3,"h","","Honey","Yield","","","Average","Value"
3,"h","State","Producing","per","Production","Stocks","Price per","of"
3,"h","","Colonies","Colony","","Dec 15 2/","Pound 3/","Production"
3,"h","","","","","","",""
3,"u","","1,000","Pounds","1,000 Pounds","1,000 Pounds","Cents","1,000 Dollars"
3,"d","AL",11,72,792,230,146,1156
3,"d","AZ",30,65,1950,839,139,2711
3,"d","AR",32,76,2432,730,105,2554
3,"d","CA",380,52,19760,7706,98,19365
3,"d","CO",36,75,2700,1458,139,3753
3,"d","FL",170,81,13770,1790,101,13908
3,"d","GA",63,74,4662,746,116,5408
3,"d","HI",10,93,930,233,119,1107
3,"d","ID",95,44,4180,2592,86,3595
3,"d","IL",10,66,660,356,188,1241
3,"d","IN",6,54,324,107,151,489
3,"d","IA",26,84,2184,1441,115,2512
3,"d","KS",14,55,770,246,140,1078
3,"d","KY",5,56,280,70,220,616
3,"d","LA",30,90,2700,675,89,2403
3,"d","ME",11,23,253,86,200,506
3,"d","MI",72,55,3960,2099,128,5069
3,"d","MN",125,80,10000,3300,89,8900
3,"d","MS",14,98,1372,453,105,1441
3,"d","MO",15,46,690,117,149,1028
3,"d","MT",132,79,10428,1981,100,10428
3,"d","NE",47,73,3431,3843,104,3568
3,"d","NV",9,37,333,50,355,1182
3,"d","NJ",9,36,324,152,115,373
3,"d","NM",7,48,336,104,96,323
3,"d","NY",60,64,3840,2458,138,5299
3,"d","NC",10,50,500,215,156,780
3,"d","ND",350,74,25900,7770,90,23310
3,"d","OH",14,56,784,282,145,1137
3,"d","OR",46,48,2208,729,111,2451
3,"d","PA",28,40,1120,605,161,1803
3,"d","SD",225,47,10575,10575,82,8672
3,"d","TN",7,55,385,58,184,708
3,"d","TX",82,70,5740,976,87,4994
3,"d","UT",23,50,1150,265,105,1208
3,"d","VT",6,56,336,144,121,407
3,"d","VA",8,42,336,114,219,736
3,"d","WA",49,52,2548,1605,119,3032
3,"d","WV",5,42,210,57,195,410
3,"d","WI",64,93,5952,2500,114,6785
3,"d","WY",39,85,3315,497,88,2917
3,"d","",,,,,,
3,"d","Oth",,,,,,
3,"d"," Sts 4/ 5/",17,43,726,274,269,1951
3,"d","",,,,,,
3,"d","US 5/",2392,64.7,154846,60528,104.2,161314
3,"c",""
3,"f","1/  For producers with 5 or more colonies.  Colonies which produced honey in more than one State were counted in each State."
3,"f","2/  Stocks held by producers."
3,"f","3/  Prices weighted by sales."
3,"f","4/  CT, DE, MD, MA, NH, OK, RI, and SC not published separately to avoid disclosing data for individual operations."
3,"f","5/  Due to rounding, total colonies multiplied by total yield may not exactly equal production."
