1,"t","Honey: Released March 30, 2012, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
1,"t","Honey Price by Color Class – United States: 2010 and 2011"
1,"h","","","","","","",""
1,"h","","Price","Price","Price","Price","Price","Price"
1,"h","","","","","","",""
1,"h","Color class","Co-op and private","Co-op and private","Retail","Retail","All","All"
1,"h","","","","","","",""
1,"h","","2010","2011","2010","2011","2010","2011"
1,"h","","","","","","",""
1,"u","","(cents per pound)","(cents per pound)","(cents per pound)","(cents per pound)","(cents per pound)","(cents per pound)"
1,"d","Water white, extra white, white",157.5,165.9,297.1,281.0,159.8,169.1
1,"d","",,,,,,
1,"d","Extra light amber",151.1,161.3,266.3,307.6,157.6,168.3
1,"d","",,,,,,
1,"d","Light amber, amber, dark amber",148.9,163.9,330.5,340.7,167.0,178.8
1,"d","",,,,,,
1,"d","All other honey, area specialties",172.1,180.5,471.4,511.9,208.1,217.1
1,"d","",,,,,,
1,"d","All honey",154.1,164.3,311.6,328.4,161.9,172.9
1,"c",""
2,"t","Honey: Released March 30, 2012, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
2,"t","Number of Colonies, Yield, Production, Stocks, Price, and Value – States and United States: 2010"
2,"t","[Producers with 5 or more colonies. Colonies which produced honey in more than one State were counted in each State]"
2,"h","","","","","","",""
2,"h","","Honey","Yield","","","Average","Value"
2,"h","State","producing","per","Production","Stocks","price per","of"
2,"h","","colonies 1/","colony","","December 15 2/","pound 3/","production 4/"
2,"h","","","","","","",""
2,"u","","(1,000)","(pounds)","(1,000 pounds)","(1,000 pounds)","(cents)","(1,000 dollars)"
2,"d","Alabama",9,54,486,73,240,1166
2,"d","Arizona",24,77,1848,665,152,2809
2,"d","Arkansas",25,60,1500,360,147,2205
2,"d","California",410,67,27470,6318,155,42579
2,"d","Colorado",34,56,1904,533,152,2894
2,"d","Florida",200,69,13800,1794,156,21528
2,"d","Georgia",55,46,2530,152,167,4225
2,"d","Hawaii",10,77,770,239,275,2118
2,"d","Idaho",97,27,2619,1179,161,4217
2,"d","Illinois",9,41,369,92,278,1026
2,"d","",,,,,,
2,"d","Indiana",10,43,430,151,223,959
2,"d","Iowa",27,49,1323,463,192,2540
2,"d","Kansas",9,52,468,103,202,945
2,"d","Kentucky",5,67,335,67,272,911
2,"d","Louisiana",36,80,2880,288,150,4320
2,"d","Maine",5,41,205,33,205,420
2,"d","Michigan",71,58,4118,1524,167,6877
2,"d","Minnesota",128,66,8448,1774,155,13094
2,"d","Mississippi",16,98,1568,78,144,2258
2,"d","Missouri",11,52,572,92,180,1030
2,"d","",,,,,,
2,"d","Montana",157,74,11618,2905,158,18356
2,"d","Nebraska",41,55,2255,902,151,3405
2,"d","New Jersey",13,35,455,73,190,865
2,"d","New Mexico",7,66,462,157,158,730
2,"d","New York",45,64,2880,1123,196,5645
2,"d","North Carolina",13,46,598,144,266,1591
2,"d","North Dakota",510,91,46410,12995,150,69615
2,"d","Ohio",18,62,1116,346,228,2544
2,"d","Oregon",59,39,2301,874,163,3751
2,"d","Pennsylvania",30,37,1110,377,213,2364
2,"d","",,,,,,
2,"d","South Dakota",265,58,15370,4765,151,23209
2,"d","Tennessee",8,63,504,106,250,1260
2,"d","Texas",100,72,7200,792,151,10872
2,"d","Utah",26,30,780,195,153,1193
2,"d","Vermont",4,65,260,73,310,806
2,"d","Virginia",5,37,185,37,332,614
2,"d","Washington",71,37,2627,1077,157,4124
2,"d","West Virginia",5,40,200,40,239,478
2,"d","Wisconsin",64,64,4096,1556,168,6881
2,"d","Wyoming",34,36,1224,282,159,1946
2,"d","",,,,,,
2,"d","Other States 5/ 6/",26,45,1168,221,281,3282
2,"d","",,,,,,
2,"d","United States 6/ 7/",2692,65.6,176462,45018,161.9,285692
2,"c",""
2,"f","1/  Honey producing colonies are the maximum number of colonies from which honey was taken during the year. It is possible to take honey from colonies which did not survive the entire year."
2,"f","2/  Stocks held by producers."
2,"f","3/  Average price per pound based on expanded sales."
2,"f","4/  Value of production is equal to production multiplied by average price per pound."
2,"f","5/  Alaska, Connecticut, Delaware, Maryland, Massachusetts, Nevada, New Hampshire, Oklahoma, Rhode Island, and South Carolina not published separately to avoid disclosing data for individual operations."
2,"f","6/  Due to rounding, total colonies multiplied by total yield may not exactly equal production."
2,"f","7/  United States value of production will not equal summation of States."
3,"t","Honey: Released March 30, 2012, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
3,"t","Number of Colonies, Yield, Production, Stocks, Price, and Value – States and United States: 2011"
3,"t","[Producers with 5 or more colonies. Colonies which produced honey in more than one State were counted in each State]"
3,"h","","","","","","",""
3,"h","","Honey","Yield","","","Average","Value"
3,"h","State","producing","per","Production","Stocks","price per","of"
3,"h","","colonies 1/","colony","","December 15 2/","pound 3/","production 4/"
3,"h","","","","","","",""
3,"u","","(1,000)","(pounds)","(1,000 pounds)","(1,000 pounds)","(cents)","(1,000 dollars)"
3,"d","Alabama",9,50,450,63,250,1125
3,"d","Arizona",23,53,1219,427,150,1829
3,"d","Arkansas",22,64,1408,239,161,2267
3,"d","California",370,48,17760,3730,161,28594
3,"d","Colorado",31,55,1705,443,168,2864
3,"d","Florida",180,61,10980,988,165,18117
3,"d","Georgia",65,43,2795,196,161,4500
3,"d","Hawaii",9,74,666,246,471,3137
3,"d","Idaho",87,36,3132,1879,178,5575
3,"d","Illinois",7,50,350,98,398,1393
3,"d","",,,,,,
3,"d","Indiana",8,51,408,147,206,840
3,"d","Iowa",25,62,1550,961,195,3023
3,"d","Kansas",7,44,308,117,215,662
3,"d","Kentucky",4,39,156,12,280,437
3,"d","Louisiana",36,77,2772,471,167,4629
3,"d","Maine",4,30,120,17,191,229
3,"d","Michigan",74,64,4736,2084,176,8335
3,"d","Minnesota",120,53,6360,2099,159,10112
3,"d","Mississippi",18,115,2070,104,153,3167
3,"d","Missouri",8,43,344,76,209,719
3,"d","",,,,,,
3,"d","Montana",145,92,13340,3202,164,21878
3,"d","Nebraska",41,59,2419,653,173,4185
3,"d","New Jersey",11,41,451,135,376,1696
3,"d","New Mexico",7,56,392,153,166,651
3,"d","New York",49,56,2744,1235,193,5296
3,"d","North Carolina",14,62,868,95,282,2448
3,"d","North Dakota",460,71,32660,7512,166,54216
3,"d","Ohio",15,66,990,228,226,2237
3,"d","Oregon",60,34,2040,755,174,3550
3,"d","Pennsylvania",24,44,1056,306,242,2556
3,"d","",,,,,,
3,"d","South Dakota",250,66,16500,4290,165,27225
3,"d","Tennessee",7,44,308,68,298,918
3,"d","Texas",78,58,4524,633,177,8007
3,"d","Utah",23,39,897,170,175,1570
3,"d","Vermont",4,43,172,43,230,396
3,"d","Virginia",4,40,160,21,400,640
3,"d","Washington",71,38,2698,836,176,4748
3,"d","West Virginia",4,53,212,45,242,513
3,"d","Wisconsin",57,63,3591,1508,180,6464
3,"d","Wyoming",35,54,1890,265,176,3326
3,"d","",,,,,,
3,"d","Other States 5/ 6/",25,46,1156,211,286,3306
3,"d","",,,,,,
3,"d","United States 6/ 7/",2491,59.6,148357,36761,172.9,256509
3,"c",""
3,"f","1/  Honey producing colonies are the maximum number of colonies from which honey was taken during the year. It is possible to take honey from colonies which did not survive the entire year."
3,"f","2/  Stocks held by producers."
3,"f","3/  Average price per pound based on expanded sales."
3,"f","4/  Value of production is equal to production multiplied by average price per pound."
3,"f","5/  Alaska, Connecticut, Delaware, Maryland, Massachusetts, Nevada, New Hampshire, Oklahoma, Rhode Island, and South Carolina not published separately to avoid disclosing data for individual operations."
3,"f","6/  Due to rounding, total colonies multiplied by total yield may not exactly equal production."
3,"f","7/  United States value of production will not equal summation of States."
4,"t","Honey: Released March 30, 2012, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
4,"t","Reliability of Honey Estimates"
4,"t","[Based on data for the past 10 years]"
4,"h","","","","","","","",""
4,"h","","Root mean","90 percent","Difference between first and latest estimate","Difference between first and latest estimate","Difference between first and latest estimate","Difference between first and latest estimate","Difference between first and latest estimate"
4,"h","","square error","confidence","","","","",""
4,"h","","","level","","","","",""
4,"h","Item","","","","","","Years","Years"
4,"h","","","","","","","",""
4,"h","","","","Average","Smallest","Largest","Below latest","Above latest"
4,"h","","","","","","","",""
4,"u","","(percent)","(percent)","(1,000)","(1,000)","(1,000)","(number)","(number)"
4,"d","Honey producing colonies",1.1,2.0,19,1,50,8,2
4,"d","",,,,,,,
4,"d","Honey production",0.8,1.5,784,64,2928,7,3
4,"c",""
