1,"t","Honey: Released February 28, 2006, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
1,"t","Honey:  Price by Color Class, United States, 2004-05"
1,"h","","","","","","",""
1,"h","","Price","Price","Price","Price","Price","Price"
1,"h","","","","","","",""
1,"h","Color Class","Co-op and Private","Co-op and Private","Retail","Retail","All","All"
1,"h","","","","","","",""
1,"h","","2004","2005","2004","2005","2004","2005"
1,"h","","","","","","",""
1,"u","","Cents per Pound","Cents per Pound","Cents per Pound","Cents per Pound","Cents per Pound","Cents per Pound"
1,"d","Water White,",,,,,,
1,"d"," Extra White, White",104.4,82.4,177.0,186.7,107.5,86.2
1,"d","",,,,,,
1,"d","Extra Light Amber",95.9,79.4,150.6,178.0,102.0,88.3
1,"d","",,,,,,
1,"d","Light Amber,",,,,,,
1,"d"," Amber, Dark Amber",85.9,80.1,196.0,178.9,105.1,99.1
1,"d","",,,,,,
1,"d","All Other Honey,",,,,,,
1,"d"," Area Specialties",113.9,91.6,231.5,279.2,161.5,108.4
1,"d","",,,,,,
1,"d","All Honey",99.2,81.6,182.6,183.3,106.9,90.4
1,"c",""
2,"t","Honey: Released February 28, 2006, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
2,"t","Honey:  Number of Colonies, Yield, Production, Stocks, Price,"
2,"t","and Value by State and United States, 2004 1/"
2,"h","","","","","","",""
2,"h","","Honey","Yield","","","Average","Value"
2,"h","State","Producing","per","Production","Stocks","Price per","of"
2,"h","","Colonies","Colony","","Dec 15 2/","Pound 3/","Production"
2,"h","","","","","","",""
2,"u","","1,000","Pounds","1,000 Pounds","1,000 Pounds","Cents","1,000 Dollars"
2,"d","AL",12,87,1044,282,141,1472
2,"d","AZ",32,55,1760,774,111,1954
2,"d","AR",40,57,2280,388,86,1961
2,"d","CA",390,45,17550,5792,101,17726
2,"d","CO",23,80,1840,791,135,2484
2,"d","FL",205,98,20090,2009,100,20090
2,"d","GA",63,49,3087,648,119,3674
2,"d","HI",8,96,768,77,159,1221
2,"d","ID",100,63,6300,2520,99,6237
2,"d","IL",7,55,385,193,186,716
2,"d","IN",7,59,413,145,149,615
2,"d","IA",35,67,2345,1337,106,2486
2,"d","KS",14,80,1120,683,117,1310
2,"d","KY",5,56,280,34,196,549
2,"d","LA",35,98,3430,240,78,2675
2,"d","ME",7,31,217,37,128,278
2,"d","MI",65,67,4355,2439,114,4965
2,"d","MN",135,75,10125,1924,104,10530
2,"d","MS",18,65,1170,421,79,924
2,"d","MO",16,41,656,151,138,905
2,"d","MT",140,77,10780,3773,105,11319
2,"d","NE",51,89,4539,2043,97,4403
2,"d","NV",14,55,770,316,247,1902
2,"d","NJ",12,27,324,45,141,457
2,"d","NM",8,44,352,127,119,419
2,"d","NY",64,67,4288,1887,138,5917
2,"d","NC",9,40,360,72,193,695
2,"d","ND",390,78,30420,9126,102,31028
2,"d","OH",16,58,928,353,152,1411
2,"d","OR",42,54,2268,1111,121,2744
2,"d","PA",30,54,1620,810,142,2300
2,"d","SD",215,105,22575,13545,100,22575
2,"d","TN",6,54,324,91,173,561
2,"d","TX",116,76,8816,1411,95,8375
2,"d","UT",23,70,1610,531,107,1723
2,"d","VT",6,68,408,192,151,616
2,"d","VA",7,38,266,69,209,556
2,"d","WA",56,63,3528,1376,98,3457
2,"d","WV",9,55,495,183,141,698
2,"d","WI",68,86,5848,2632,119,6959
2,"d","WY",39,75,2925,380,107,3130
2,"d","",,,,,,
2,"d","Oth",,,,,,
2,"d"," Sts 4/ 5/",18,51,923,264,243,2242
2,"d","",,,,,,
2,"d","US 5/",2556,71.8,183582,61222,106.9,196259
2,"c",""
2,"f","1/  For producers with 5 or more colonies.  Colonies which produced honey in more than one State were counted in each State."
2,"f","2/  Stocks held by producers."
2,"f","3/  Prices weighted by sales."
2,"f","4/  CT, DE, MD, MA, NH, OK, RI, and SC not published separately to avoid disclosing data for individual operations."
2,"f","5/  Total colonies multiplied by total yield may not exactly equal production."
3,"t","Honey: Released February 28, 2006, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
3,"t","Honey:  Number of Colonies, Yield, Production, Stocks, Price,"
3,"t","and Value by State and United States, 2005 1/"
3,"h","","","","","","",""
3,"h","","Honey","Yield","","","Average","Value"
3,"h","State","Producing","per","Production","Stocks","Price per","of"
3,"h","","Colonies","Colony","","Dec 15 2/","Pound 3/","Production"
3,"h","","","","","","",""
3,"u","","1,000","Pounds","1,000 Pounds","1,000 Pounds","Cents","1,000 Dollars"
3,"d","AL",13,66,858,266,128,1098
3,"d","AZ",36,50,1800,720,97,1746
3,"d","AR",36,69,2484,571,95,2360
3,"d","CA",400,75,30000,9300,84,25200
3,"d","CO",26,70,1820,837,104,1893
3,"d","FL",160,86,13760,2477,87,11971
3,"d","GA",59,49,2891,434,84,2428
3,"d","HI",9,131,1179,283,134,1580
3,"d","ID",95,37,3515,1793,80,2812
3,"d","IL",8,85,680,408,162,1102
3,"d","IN",8,64,512,189,119,609
3,"d","IA",28,88,2464,1232,98,2415
3,"d","KS",16,50,800,328,124,992
3,"d","KY",5,50,250,40,212,530
3,"d","LA",35,97,3395,611,71,2410
3,"d","ME",8,26,208,193,187,389
3,"d","MI",65,68,4420,2519,99,4376
3,"d","MN",120,74,8880,1598,83,7370
3,"d","MS",16,80,1280,346,66,845
3,"d","MO",15,50,750,180,121,908
3,"d","MT",130,67,8710,3136,80,6968
3,"d","NE",40,68,2720,2530,89,2421
3,"d","NV",12,46,552,442,209,1154
3,"d","NJ",12,32,384,104,118,453
3,"d","NM",7,49,343,113,102,350
3,"d","NY",60,73,4380,2321,122,5344
3,"d","NC",10,54,540,146,194,1048
3,"d","ND",370,91,33670,8418,81,27273
3,"d","OH",15,69,1035,580,141,1459
3,"d","OR",39,42,1638,557,108,1769
3,"d","PA",28,56,1568,800,105,1646
3,"d","SD",220,79,17380,11818,76,13209
3,"d","TN",7,55,385,92,164,631
3,"d","TX",84,71,5964,954,85,5069
3,"d","UT",23,45,1035,331,103,1066
3,"d","VT",6,91,546,169,106,579
3,"d","VA",8,37,296,59,221,654
3,"d","WA",51,55,2805,1935,106,2973
3,"d","WV",8,51,408,102,124,506
3,"d","WI",64,83,5312,2922,114,6056
3,"d","WY",40,56,2240,291,87,1949
3,"d","",,,,,,
3,"d","Oth",,,,,,
3,"d"," Sts 4/ 5/",18,44,786,261,278,2184
3,"d","",,,,,,
3,"d","US 5/",2410,72.5,174643,62406,90.4,157795
3,"c",""
3,"f","1/  For producers with 5 or more colonies.  Colonies which produced honey in more than one State were counted in each State."
3,"f","2/  Stocks held by producers."
3,"f","3/  Prices weighted by sales."
3,"f","4/  CT, DE, MD, MA, NH, OK, RI, and SC not published separately to avoid disclosing data for individual operations."
3,"f","5/  Total colonies multiplied by total yield may not exactly equal production."
