2,t,"Honey: Released March 21, 2014, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA).",,,,,,
2,t,"Number of Colonies, Yield, Production, Stocks, Price, and Value – States and United States: 2012",,,,,,
2,t,[Producers with 5 or more colonies. Colonies which produced honey in more than one State were counted in each State],,,,,,
2,h,,,,,,,
2,h,,Honey,Yield,,,Average,Value
2,h,State,producing,per,Production,Stocks,price per,of
2,h,,colonies 1/,colony,,December 15 2/,pound 3/,production 4/
2,h,,,,,,,
2,u,,"-1,000",(pounds),"(1,000 pounds)","(1,000 pounds)",(cents),"(1,000 dollars)"
2,d,Alabama,8,54,432,65,247,1067
2,d,Arizona,22,46,1012,253,179,1811
2,d,Arkansas,25,63,1575,189,198,3119
2,d,California,330,35,11550,3119,194,22407
2,d,Colorado,25,48,1200,468,207,2484
2,d,Florida,193,64,12352,1235,184,22728
2,d,Georgia,59,51,3009,181,192,5777
2,d,Hawaii,10,75,750,263,415,3113
2,d,Idaho,92,32,2944,530,163,4799
2,d,Illinois,7,61,427,145,355,1516
2,d,,,,,,,
2,d,Indiana,8,59,472,203,254,1199
2,d,Iowa,37,61,2257,1196,217,4898
2,d,Kansas,6,55,330,125,228,752
2,d,Kentucky,5,51,255,41,315,803
2,d,Louisiana,41,86,3526,141,183,6453
2,d,Maine,4,34,136,24,239,325
2,d,Michigan,73,57,4161,1332,203,8447
2,d,Minnesota,125,67,8375,1591,192,16080
2,d,Mississippi,18,118,2124,64,177,3759
2,d,Missouri,7,53,371,108,280,1039
2,d,,,,,,,
2,d,Montana,145,52,7540,2413,195,14703
2,d,Nebraska,43,65,2795,1146,193,5394
2,d,New Jersey,14,33,462,51,197,910
2,d,New Mexico,5,52,260,99,339,881
2,d,New York,51,51,2601,988,223,5800
2,d,North Carolina,13,39,507,106,376,1906
2,d,North Dakota,480,69,33120,5962,192,63590
2,d,Ohio,18,60,1080,410,246,2657
2,d,Oregon,60,32,1920,845,216,4147
2,d,Pennsylvania,16,60,960,269,257,2467
2,d,,,,,,,
2,d,South Dakota,260,63,16380,3604,195,31941
2,d,Tennessee,6,61,366,59,293,1072
2,d,Texas,92,52,4784,718,200,9568
2,d,Utah,25,38,950,209,187,1777
2,d,Vermont,4,60,240,53,239,574
2,d,Virginia,4,41,164,23,377,618
2,d,Washington,62,41,2542,1017,238,6050
2,d,West Virginia,6,48,288,95,291,838
2,d,Wisconsin,60,69,4140,1863,205,8487
2,d,Wyoming,50,51,2550,459,187,4769
