18,"t","Honey: Released May 16, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
18,"t","Honey Price by Color Class – United States: 2017 and 2018"
18,"t","[Operations with 5 or more colonies that also qualify as a farm]"
18,"h","","","","","","",""
18,"h","","Price","Price","Price","Price","Price","Price"
18,"h","","","","","","",""
18,"h","Color class","Co-op and private","Co-op and private","Retail","Retail","All","All"
18,"h","","","","","","",""
18,"h","","2017","2018","2017","2018","2017","2018"
18,"h","","","","","","",""
18,"u","","(cents per pound)","(cents per pound)","(cents per pound)","(cents per pound)","(cents per pound)","(cents per pound)"
18,"d","Water white, extra white, white",204.7,197.3,314.3,379.8,206.3,200.4
18,"d","",,,,,,
18,"d","Extra light amber",206.0,200.1,487.3,425.2,217.3,209.2
18,"d","",,,,,,
18,"d","Light amber, amber, dark amber",202.8,205.7,497.0,473.3,241.1,240.1
18,"d","",,,,,,
18,"d","All other honey, area specialties",287.2,259.6,627.9,690.0,383.4,347.9
18,"d","",,,,,,
18,"d","All honey",205.1,201.1,445.0,421.0,219.9,216.6
18,"c",""
